batch_id,temperature_c,pressure_kpa,cycle_time_sec,material_humidity_pct,operator_experience_years,machine_age_years,shift_hours_into_day,vibration_mm_s,power_consumption_kwh,defect_flag
B00992,202.2,134.5,135.1,5.95,16.9,12.2,19.5,1.22,29.1,0
B00993,201.0,96.1,149.1,7.51,5.5,6.9,6.1,1.95,89.4,1
B00994,203.3,159.0,135.4,5.2,17.8,11.2,12.8,6.71,42.5,1
B00995,167.3,106.5,60.9,5.4,4.1,4.2,4.7,4.22,42.3,0
B00996,180.0,117.9,154.9,1.34,16.5,3.1,21.3,0.99,75.2,0
B00997,230.3,131.1,86.0,3.45,7.3,7.1,6.9,2.3,76.4,0
B00998,193.8,154.2,117.2,5.31,6.8,6.0,17.0,6.31,88.0,1
B00999,205.7,112.4,133.1,5.62,4.8,7.9,22.2,0.51,54.7,0
B01000,212.8,127.5,135.9,2.15,3.7,2.2,0.6,5.92,42.9,0
B01001,239.4,120.0,139.7,7.26,13.3,11.3,10.4,1.69,33.2,0
B01002,203.2,89.6,98.1,7.59,2.4,12.6,1.6,0.41,73.7,1
B01003,203.4,123.9,121.1,1.83,15.3,11.2,10.1,6.5,25.0,0
B01004,170.0,115.3,127.3,2.44,7.2,1.3,17.5,4.68,53.4,1
B01005,171.5,165.0,145.3,7.19,13.9,10.2,3.4,2.06,82.2,1
B01006,238.4,103.5,90.2,7.47,6.7,11.1,0.9,4.68,75.4,1
B01007,200.9,157.4,101.7,3.03,15.6,9.7,3.5,6.37,70.5,0
B01008,213.9,136.9,117.5,1.23,9.3,12.4,2.2,5.71,84.0,0
B01009,193.5,88.3,129.9,5.38,17.5,5.3,20.6,6.6,73.9,1
B01010,226.6,124.8,42.9,5.01,7.7,4.2,13.1,2.63,59.5,0
B01011,204.7,159.9,75.0,8.21,9.6,10.0,10.2,4.96,91.0,1
B01012,218.3,155.8,117.4,3.01,10.3,7.6,21.0,3.0,34.5,1
B01013,233.4,160.0,114.7,8.33,7.1,11.2,2.3,5.06,48.6,1
B01014,213.6,118.4,75.1,5.92,15.7,10.7,5.5,4.52,60.6,0
B01015,212.2,92.9,46.0,8.34,15.7,8.2,11.8,4.04,63.1,1
B01016,206.0,154.1,59.8,6.43,0.9,8.7,16.5,5.19,62.2,1
B01017,229.0,110.2,98.4,3.01,5.2,12.7,1.0,6.41,48.9,1
B01018,191.4,88.8,121.7,6.7,2.2,10.7,4.1,4.31,41.8,1
B01019,221.6,90.2,139.4,0.74,3.6,3.3,5.6,5.15,79.8,1
B01020,187.0,159.1,121.5,1.43,14.1,4.7,15.2,4.52,81.5,0
B01021,214.5,125.5,76.0,3.38,6.7,7.7,0.5,2.55,30.4,0
B01022,166.5,144.1,65.7,4.37,5.5,6.7,20.6,2.7,87.3,1
B01023,204.9,114.8,149.0,3.2,3.0,1.3,15.8,1.92,38.8,0
B01024,214.4,131.5,149.7,5.31,8.4,2.5,6.3,0.41,61.0,0
B01025,173.7,155.6,138.9,4.01,14.7,4.3,17.7,0.93,37.4,0
B01026,221.9,150.6,133.6,8.13,16.1,10.8,6.4,3.39,31.4,0
B01027,238.7,113.4,57.1,1.11,2.5,8.9,20.8,1.67,43.0,0
B01028,215.9,121.1,148.9,6.85,6.1,11.6,17.5,0.61,33.8,1
B01029,215.1,126.3,104.7,8.04,4.0,9.2,10.6,4.01,64.2,0
B01030,219.9,114.9,49.0,3.81,4.4,11.6,4.4,6.76,48.3,1
B01031,174.9,137.0,64.2,2.43,15.2,2.7,14.1,2.19,81.9,0
B01032,196.9,152.4,88.4,7.99,14.7,13.7,6.9,2.77,75.3,1
B01033,176.8,117.2,54.0,4.88,12.7,4.4,5.8,4.1,58.0,0
B01034,212.2,112.1,50.1,6.57,3.5,0.8,11.2,1.09,50.6,0
B01035,198.4,108.2,116.5,4.36,6.6,5.6,16.9,3.07,91.3,0
B01036,216.1,154.3,69.3,6.71,1.7,2.5,16.9,6.37,73.8,0
B01037,200.9,97.7,75.5,6.74,4.1,11.7,8.4,2.55,36.9,1
B01038,194.2,93.0,50.8,2.62,14.7,12.4,18.0,3.42,60.0,0
B01039,175.4,141.2,47.6,7.7,15.0,10.0,0.1,0.58,86.9,1
B01040,203.4,123.3,135.2,8.16,11.6,9.8,12.7,6.26,26.0,0
B01041,240.7,138.9,120.6,4.4,15.2,2.1,14.7,1.3,59.9,0
B01042,221.4,98.9,45.2,5.0,9.0,12.5,6.0,0.92,31.1,0
B01043,187.5,142.6,43.4,3.85,10.9,8.3,16.0,2.43,55.6,0
B01044,170.1,156.8,98.2,0.9,12.9,10.7,21.6,6.29,33.1,0
B01045,220.0,105.2,102.8,4.0,3.8,10.9,23.5,3.16,31.9,1
B01046,215.5,161.3,98.4,4.22,17.1,11.8,2.4,0.71,55.0,0
B01047,180.4,130.1,90.1,6.49,11.5,12.3,5.6,5.73,26.3,0
B01048,239.4,94.5,90.7,7.47,3.3,10.1,18.5,3.81,52.5,1
B01049,215.4,158.2,136.3,3.18,12.8,12.0,12.8,5.6,31.2,0
B01050,194.1,127.9,150.3,4.37,9.3,9.5,17.7,4.17,69.9,0
B01051,228.2,132.7,61.1,6.14,9.6,2.5,10.0,6.02,60.3,1
B01052,198.3,151.9,46.7,4.62,14.3,5.3,3.2,1.2,54.2,1
B01053,190.9,101.6,103.2,1.23,4.7,0.6,1.2,2.16,63.7,0
B01054,199.3,130.7,149.2,2.78,8.0,9.3,5.0,3.02,66.9,0
B01055,178.6,109.3,92.5,1.55,4.8,4.9,19.6,1.41,72.2,1
B01056,241.7,112.2,103.4,1.05,6.5,9.4,16.5,6.34,32.6,0
B01057,225.0,140.8,130.8,6.41,17.2,12.9,21.9,1.79,35.9,0
B01058,184.7,111.8,90.7,8.26,15.2,11.7,21.4,5.64,32.5,1
B01059,193.8,131.4,127.8,7.37,4.3,5.5,18.5,4.71,29.9,0
B01060,226.5,118.8,89.0,3.56,13.3,4.2,22.0,3.06,39.4,0
B01061,233.7,100.5,106.8,4.54,8.3,12.6,12.7,6.23,54.8,1
B01062,213.2,141.0,153.8,4.16,10.1,2.5,22.6,1.73,31.5,0
B01063,230.6,105.8,134.2,6.18,2.2,10.5,9.0,1.74,83.4,1
B01064,227.9,104.7,103.4,5.25,5.0,5.6,2.4,3.83,72.2,0
B01065,179.7,159.4,98.0,7.56,16.2,0.9,19.0,3.81,85.5,0
B01066,170.4,112.2,57.0,1.43,7.2,7.5,2.7,2.3,45.0,1
B01067,213.9,142.3,148.7,4.12,15.4,9.3,14.5,6.78,42.7,0
B01068,206.1,116.5,119.4,8.2,2.7,1.1,19.5,6.32,85.4,1
B01069,204.6,121.9,85.1,4.6,11.9,3.4,0.2,3.65,71.7,0
B01070,168.1,128.7,81.0,5.64,4.5,2.3,13.2,6.04,65.2,0
B01071,167.6,146.8,119.4,7.09,14.4,3.0,17.5,2.08,78.5,1
B01072,185.9,112.8,119.7,6.48,12.3,8.7,2.6,3.01,48.1,1
B01073,229.5,147.8,126.5,2.46,3.2,8.6,15.3,5.84,56.1,1
B01074,186.0,158.6,46.8,4.41,0.7,8.8,6.3,5.98,26.6,1
B01075,218.3,100.4,74.2,4.17,13.7,1.4,0.1,2.78,51.2,0
B01076,237.5,105.9,96.3,7.07,12.1,0.8,12.0,3.18,59.5,1
B01077,206.9,147.7,47.1,5.21,4.9,11.3,18.3,3.57,71.8,1
B01078,220.2,156.6,42.6,1.02,4.0,10.9,6.8,5.56,52.3,0
B01079,235.2,98.0,105.7,2.11,12.6,4.1,19.5,2.76,49.3,0
B01080,200.3,159.2,129.6,8.49,10.5,4.6,12.1,6.25,48.1,0
B01081,221.6,131.3,134.6,7.4,4.4,2.6,6.7,4.31,71.0,1
B01082,227.3,160.4,124.4,3.25,12.0,13.2,3.7,2.56,83.3,0
B01083,185.0,117.9,124.4,8.06,14.2,6.1,4.7,0.89,70.3,1
B01084,217.6,139.6,52.5,4.44,16.4,3.0,17.2,3.7,57.9,0
B01085,190.5,99.0,86.6,7.53,6.5,4.7,9.8,3.74,76.7,1
B01086,186.3,89.1,45.5,3.4,8.8,10.9,20.5,2.33,80.2,1
B01087,232.8,131.7,69.7,8.13,1.5,7.3,10.3,0.6,29.4,0
B01088,206.5,116.7,121.2,3.66,2.0,6.7,11.1,1.35,73.7,0
B01089,201.8,131.0,75.6,4.96,6.1,5.6,9.1,5.99,86.3,0
B01090,232.2,92.4,151.7,5.25,7.1,9.8,18.5,1.25,27.1,1
B01091,231.0,90.7,53.2,6.12,10.0,6.3,14.5,0.43,79.1,1
B01092,169.6,163.6,111.8,1.11,8.9,12.1,1.6,3.53,31.4,1
B01093,239.7,124.7,44.6,6.38,17.1,1.7,6.9,5.52,34.5,0
B01094,232.9,160.1,95.9,4.08,16.0,0.8,16.6,6.54,66.3,0
B01095,203.3,116.6,57.1,0.97,15.9,10.3,1.2,1.22,72.0,0
B01096,177.6,88.7,71.4,5.51,4.5,1.7,12.8,5.74,24.3,0
B01097,212.5,121.8,103.3,6.02,9.7,9.2,16.8,1.4,85.1,0
B01098,223.3,117.3,154.7,1.66,8.6,4.2,18.8,3.22,82.9,0
B01099,182.1,117.3,142.8,5.07,1.1,3.0,23.1,1.51,47.2,0
B01100,211.7,134.4,126.1,1.1,8.5,5.4,22.5,3.52,24.3,0
B01101,205.8,95.3,57.7,0.89,4.2,3.9,10.2,3.49,89.8,0
B01102,235.1,92.5,89.3,1.18,11.5,11.9,2.2,5.05,77.9,0
B01103,204.0,98.1,91.2,6.66,2.5,8.3,14.1,1.27,36.9,0
B01104,202.7,158.3,136.5,4.28,13.8,13.7,0.5,2.64,33.6,0
B01105,193.2,113.1,137.8,2.21,15.6,2.0,19.7,3.2,68.9,0
B01106,175.1,156.3,109.0,3.01,8.6,3.6,3.2,5.4,82.7,0
B01107,194.7,112.1,117.2,8.12,1.1,6.8,18.2,5.02,46.2,0
B01108,180.0,109.6,118.1,6.4,9.4,5.7,10.8,4.91,59.5,1
B01109,229.3,120.7,59.9,7.48,14.5,10.6,10.9,1.72,79.6,1
B01110,167.5,117.8,84.5,3.05,7.6,6.2,11.5,4.66,58.9,0
B01111,233.8,152.9,98.3,6.19,1.9,11.5,14.5,5.4,51.4,1
B01112,185.0,97.4,69.9,3.72,15.8,13.4,19.3,6.57,70.6,0
B01113,231.5,157.7,103.7,2.63,5.2,4.5,2.0,0.6,82.9,0
B01114,235.5,115.5,76.2,1.69,11.0,9.6,11.4,1.46,39.8,1
B01115,182.5,145.4,143.6,7.37,4.8,7.4,0.6,2.72,59.9,1
B01116,204.2,162.7,104.4,6.64,11.3,6.7,23.4,5.46,56.4,0
B01117,177.6,163.5,125.3,8.5,16.7,10.1,11.1,1.2,74.0,0
B01118,166.8,106.6,103.1,3.76,5.9,8.9,13.0,5.36,77.9,0
B01119,231.0,135.9,68.1,1.39,5.2,2.0,15.4,1.27,88.0,0
B01120,185.1,104.4,97.0,1.59,12.4,3.7,12.6,4.52,36.6,0
B01121,174.5,123.1,90.8,5.27,9.1,4.1,19.0,4.89,25.2,0
B01122,190.7,141.4,107.9,6.13,6.9,9.3,14.6,6.78,79.8,0
B01123,200.0,155.5,115.7,2.89,8.0,11.3,21.5,2.13,41.7,0
B01124,175.8,108.4,57.9,7.69,8.9,11.5,4.0,2.91,29.0,1
B01125,219.3,146.9,63.2,6.83,4.6,13.6,8.4,4.12,25.5,0
B01126,244.2,139.3,109.1,1.35,9.2,13.3,2.8,4.01,45.1,1
B01127,210.0,153.6,105.4,5.05,17.4,7.0,5.2,0.69,91.4,0
B01128,237.0,129.8,47.9,1.58,4.2,7.6,22.4,1.33,63.9,0
B01129,216.8,164.4,93.5,7.12,2.9,10.0,18.3,2.5,33.0,0
B01130,184.2,106.7,129.6,7.11,3.9,9.9,2.0,1.14,76.5,1
B01131,220.5,129.7,57.2,5.64,6.9,4.3,8.4,2.42,67.9,0
B01132,177.5,107.1,111.0,7.41,9.9,12.9,18.2,6.03,46.1,1
B01133,211.4,92.6,113.4,6.42,13.1,0.7,10.8,0.63,61.7,0
B01134,171.2,113.5,154.8,0.95,13.7,8.5,17.4,5.34,56.0,1
B01135,231.8,113.1,104.2,2.52,2.9,9.0,12.1,2.57,91.4,0
B01136,187.7,130.0,48.7,0.97,11.3,1.7,3.9,3.83,62.0,0
B01137,219.4,127.8,52.7,3.89,2.9,3.8,5.1,4.07,89.4,0
B01138,187.1,100.6,84.3,1.22,13.2,5.3,21.9,6.36,62.6,0
B01139,180.8,162.3,51.3,3.74,1.9,9.0,6.7,3.39,57.1,1
B01140,242.0,95.2,67.2,6.75,5.4,3.0,22.3,5.63,83.9,1
B01141,223.8,113.8,74.2,2.27,13.3,11.8,10.0,6.46,27.1,1
B01142,226.9,106.3,113.4,3.12,7.2,8.6,6.2,4.85,33.1,1
B01143,241.9,105.8,119.3,4.01,5.9,9.8,19.3,3.42,87.6,1
B01144,170.4,125.1,101.0,4.02,11.8,9.2,5.2,4.15,73.0,0
B01145,181.2,138.9,135.6,1.98,6.6,7.8,9.3,2.17,87.3,1
B01146,227.2,115.0,60.0,4.48,9.4,11.4,7.7,3.36,32.7,0
B01147,208.4,136.2,73.2,7.63,11.8,6.7,5.6,6.8,62.4,0
B01148,192.0,95.4,128.5,5.35,11.7,4.0,9.3,5.58,31.4,1
B01149,187.2,143.5,42.9,7.43,14.1,8.4,6.8,0.49,45.2,1
B01150,219.0,94.4,53.5,4.51,2.8,10.3,18.0,1.38,33.6,1
B01151,237.9,107.8,97.0,6.56,11.6,6.4,8.2,2.94,36.3,1
B01152,200.6,106.8,60.6,2.34,1.6,8.6,7.9,1.06,71.7,1
B01153,194.6,95.6,131.3,6.67,16.8,12.7,8.7,6.77,77.4,1
B01154,240.4,117.3,104.8,5.56,11.2,4.1,8.4,1.2,62.1,0
B01155,219.9,110.3,66.9,1.39,0.7,8.6,16.2,4.16,54.2,0
B01156,174.1,122.7,149.0,4.37,5.9,11.7,16.3,0.66,51.9,0
B01157,173.3,104.9,140.1,3.36,4.9,10.0,10.3,0.43,69.9,1
B01158,189.2,109.4,143.8,7.01,1.7,13.5,13.2,0.92,31.9,1
B01159,220.3,117.5,138.8,2.87,4.0,0.9,1.0,5.25,31.4,1
B01160,184.6,126.4,154.1,5.63,11.9,9.6,12.2,5.64,32.7,1
B01161,189.0,124.0,94.4,1.62,13.1,1.0,5.5,3.02,51.2,0
B01162,240.3,138.6,83.8,1.86,6.1,3.3,5.4,5.6,43.6,0
B01163,204.3,143.8,108.4,7.9,3.9,0.6,18.5,4.22,64.5,1
B01164,174.8,154.7,113.8,7.67,17.5,9.4,1.7,6.22,90.1,1
B01165,170.9,109.4,120.6,4.34,4.3,3.7,16.1,1.42,26.1,1
B01166,220.1,99.9,137.9,1.47,16.9,12.3,22.6,3.11,30.3,0
B01167,235.8,105.9,153.2,7.08,9.7,7.5,4.3,4.61,55.1,1
B01168,167.9,94.3,64.4,6.07,8.0,12.5,22.0,1.92,26.9,1
B01169,166.9,112.5,76.1,8.28,5.3,5.1,8.4,2.63,78.1,1
B01170,232.5,126.2,124.8,1.6,12.2,6.5,12.6,0.63,81.0,0
B01171,237.5,122.1,93.3,1.62,0.5,1.1,1.1,5.2,76.3,1
B01172,170.5,150.1,61.7,5.04,9.1,13.9,9.2,0.74,63.4,0
B01173,231.4,111.7,43.1,3.29,3.0,9.3,16.9,2.38,56.4,0
B01174,194.7,135.0,64.1,7.06,2.9,5.0,17.7,5.83,63.5,0
B01175,232.7,143.8,113.1,2.42,2.8,8.8,9.3,3.77,80.0,1
B01176,226.4,136.5,69.3,1.62,12.4,8.7,8.0,6.0,51.4,0
B01177,239.8,152.3,154.1,8.4,13.1,2.4,18.0,6.57,40.4,1
B01178,172.2,123.0,55.2,2.12,7.9,5.7,10.5,3.56,44.3,0
B01179,168.8,108.5,64.6,2.61,2.7,3.8,12.7,1.83,67.6,0
B01180,197.8,123.4,63.4,2.83,16.7,11.2,3.7,5.75,55.5,0
B01181,208.7,159.1,74.7,1.57,11.6,11.6,4.3,4.32,67.8,0
B01182,196.8,109.3,105.6,8.09,11.7,10.1,20.0,6.36,75.5,1
B01183,233.5,133.5,117.4,4.47,4.8,0.6,22.4,4.87,54.7,1
B01184,220.0,145.2,83.3,4.2,13.2,7.2,16.0,2.78,46.2,0
B01185,220.8,92.2,153.3,4.92,10.9,4.5,7.2,4.86,52.6,1
B01186,176.6,123.7,154.9,7.65,3.1,12.1,20.6,6.38,63.6,1
B01187,221.6,123.1,152.1,6.82,16.5,0.7,3.4,5.61,86.9,0
B01188,200.8,121.5,79.2,7.52,6.4,4.0,8.7,5.94,88.2,0
B01189,227.1,123.5,65.6,1.5,7.6,3.2,21.8,1.39,25.6,0
B01190,173.7,95.7,138.5,3.48,3.9,7.0,4.5,2.0,83.2,1
B01191,198.3,90.4,78.2,4.49,4.3,10.4,7.7,6.47,47.9,1
B01192,186.3,96.7,85.0,8.08,8.1,13.1,12.9,0.98,49.1,1
B01193,212.2,145.5,130.0,5.86,2.5,12.1,0.4,2.66,78.1,1
B01194,181.0,135.3,82.3,3.83,8.9,12.7,13.1,1.81,90.7,0
B01195,189.1,99.3,148.3,6.32,9.7,2.4,8.4,3.89,90.0,0
B01196,234.4,137.9,107.1,5.93,17.9,4.6,18.6,5.52,24.8,0
B01197,174.6,113.1,51.0,3.05,15.2,7.8,11.6,0.65,83.5,0
B01198,210.4,157.4,59.1,4.28,12.0,10.5,20.2,1.13,84.7,0
B01199,223.6,152.4,100.2,2.94,12.1,1.4,14.9,0.5,48.9,0
B01200,184.9,153.9,154.0,4.2,2.7,12.9,20.9,1.78,87.2,1
B01201,238.5,135.8,55.4,5.47,8.3,11.0,5.4,6.08,25.8,0
B01202,237.3,153.5,60.3,5.95,2.9,8.7,9.0,6.26,37.2,1
B01203,230.3,103.7,75.1,0.86,1.5,10.4,5.2,2.27,27.3,0
B01204,176.8,118.4,144.7,5.56,7.9,1.6,18.4,1.33,35.2,0
B01205,241.1,120.7,92.1,4.16,11.8,12.3,17.1,3.32,26.6,0
B01206,226.4,93.4,91.5,1.44,12.6,13.3,8.8,2.6,48.5,0
B01207,197.9,154.6,61.2,6.73,1.7,8.9,16.5,3.8,32.5,0
B01208,199.0,88.2,64.6,2.67,10.5,10.6,4.6,4.95,26.2,1
B01209,175.6,112.0,148.6,5.5,15.7,4.9,22.2,3.47,80.2,1
B01210,177.2,125.1,85.4,8.26,4.5,9.4,8.1,4.64,39.3,1
B01211,223.1,106.4,98.7,6.75,5.5,3.6,6.5,5.41,82.8,0
B01212,213.1,100.1,114.9,1.94,12.7,0.6,4.0,1.49,66.4,0
B01213,181.6,104.6,75.6,3.07,15.7,10.0,2.8,4.72,45.0,0
B01214,190.6,154.2,119.2,7.92,16.5,12.0,20.3,4.48,62.0,0
B01215,232.8,93.6,136.6,7.63,15.0,3.5,16.3,4.12,44.6,0
B01216,242.8,110.5,48.9,5.33,9.1,8.9,18.4,2.14,65.4,0
B01217,232.5,121.7,84.8,3.03,1.3,13.9,13.6,3.69,65.4,0
B01218,236.4,124.8,80.6,1.32,10.6,11.5,1.9,6.59,28.6,0
B01219,171.5,148.8,148.3,5.54,15.0,13.1,17.9,3.21,72.9,1
B01220,191.2,121.4,62.7,4.6,14.6,13.6,5.7,2.32,70.8,0
B01221,215.1,156.8,77.7,2.88,16.0,13.9,22.8,5.05,74.5,1
B01222,244.0,146.6,90.3,1.4,5.2,2.0,16.2,1.05,43.5,0
B01223,198.3,143.8,121.5,1.12,17.1,9.9,20.6,0.44,63.7,0
B01224,183.1,129.1,47.2,1.61,17.8,6.1,6.7,6.11,89.8,0
B01225,184.9,97.1,77.4,4.79,14.8,1.7,15.1,2.14,76.8,0
B01226,207.0,149.9,150.1,6.06,8.4,7.5,23.1,1.65,91.9,1
B01227,232.5,114.6,52.6,6.36,6.5,2.3,10.7,2.73,54.4,1
B01228,191.5,126.1,132.1,4.76,15.4,7.3,4.8,4.78,58.0,0
B01229,205.6,113.3,56.8,3.92,0.8,3.5,18.0,6.3,53.8,0
B01230,206.9,110.8,62.3,6.93,7.4,2.0,19.1,2.78,88.0,0
B01231,193.7,93.4,67.8,2.87,2.8,12.9,3.0,4.82,26.2,0
B01232,189.5,117.7,135.6,5.89,5.9,1.5,16.2,2.38,39.8,0
B01233,171.2,151.0,121.1,2.63,9.8,6.3,18.3,1.74,73.3,0
B01234,173.4,91.7,53.3,5.64,17.3,7.7,13.9,2.46,52.7,0
B01235,182.4,91.2,90.5,2.25,11.7,13.3,20.7,1.66,92.0,1
B01236,239.5,127.9,140.3,8.24,8.5,13.3,5.6,4.53,47.8,1
B01237,181.5,104.8,105.7,1.05,13.6,3.2,22.3,1.09,27.9,0
B01238,201.7,154.7,150.3,4.39,11.0,2.8,20.5,5.3,59.2,0
B01239,221.1,114.3,69.3,7.12,15.0,9.9,7.9,1.31,77.3,0
B01240,189.1,116.3,91.9,7.13,14.0,1.8,16.2,0.92,52.0,1
B01241,201.2,103.3,52.4,4.87,6.7,7.6,9.5,3.28,33.0,0
B01242,237.7,95.5,45.8,6.25,17.1,9.9,12.2,5.54,77.2,1
B01243,206.6,145.8,132.4,2.0,4.9,2.7,1.8,1.1,69.6,0
B01244,231.3,93.3,151.4,2.58,12.0,1.9,5.6,5.99,57.5,0
B01245,210.1,98.1,81.5,5.42,13.9,12.7,8.6,1.76,40.5,0
B01246,236.8,136.6,114.5,2.64,12.5,3.8,0.6,5.19,79.8,0
B01247,186.1,149.0,122.1,2.15,6.4,9.6,16.7,6.54,49.8,1
B01248,188.5,98.3,139.7,5.5,9.3,5.3,10.0,3.95,34.9,0
B01249,214.9,100.0,48.0,7.86,8.1,9.4,3.0,1.88,56.6,0
B01250,176.1,89.7,115.0,1.27,1.3,9.4,19.5,5.91,43.2,1
B01251,168.4,133.3,100.7,3.07,8.4,3.5,7.0,6.17,43.2,0
B01252,212.8,117.3,140.0,6.77,9.6,5.0,1.1,3.48,66.4,0
B01253,181.1,144.1,121.9,3.73,15.3,6.9,5.9,2.67,48.2,0
B01254,187.6,116.1,94.8,4.42,16.8,11.7,11.3,2.89,39.4,0
B01255,167.2,91.2,74.6,2.19,6.8,8.9,5.8,4.24,61.1,1
B01256,200.0,150.8,46.0,3.7,1.3,9.3,15.4,5.69,80.7,0
B01257,241.6,101.1,45.0,6.13,9.7,6.7,2.7,2.52,69.7,1
B01258,171.9,104.7,127.9,1.4,7.5,13.6,18.6,1.97,81.6,1
B01259,233.0,130.7,95.0,1.98,16.9,6.9,18.6,5.8,61.0,0
B01260,234.5,130.8,139.3,8.0,15.7,4.0,12.7,6.29,91.6,0
B01261,227.2,88.8,82.7,4.05,1.8,2.6,20.3,2.22,59.8,1
B01262,211.7,162.0,97.3,5.81,9.5,2.6,21.9,6.0,34.3,0
B01263,192.4,142.9,47.9,1.82,8.0,13.2,22.8,3.96,53.7,1
B01264,184.8,130.1,111.2,6.27,4.9,12.0,5.0,0.69,83.4,1
B01265,165.1,142.3,42.4,6.35,5.7,3.1,7.1,3.05,47.7,1
B01266,235.2,102.4,44.7,7.39,10.5,5.0,7.9,2.73,38.7,1
B01267,189.2,142.9,76.2,0.86,6.6,5.1,21.8,6.53,43.6,0
B01268,168.9,159.3,97.5,5.36,14.5,13.5,9.8,5.59,69.8,1
B01269,194.7,97.3,69.9,7.88,5.9,11.5,20.0,0.72,74.8,1
B01270,198.7,149.1,46.9,4.56,1.4,12.3,19.0,0.59,77.6,0
B01271,186.2,94.9,134.5,1.58,10.0,12.2,6.7,6.13,25.9,1
B01272,218.9,101.2,104.6,7.08,15.2,4.2,21.5,0.96,35.2,0
B01273,224.1,157.3,84.9,4.31,8.3,1.6,1.0,3.41,25.5,0
B01274,234.2,159.1,65.1,8.04,4.3,4.1,13.2,5.28,90.8,1
B01275,241.4,114.8,125.2,3.79,2.2,7.3,9.7,5.05,39.5,0
B01276,228.2,125.2,53.8,1.39,16.2,3.5,18.0,5.79,27.0,0
B01277,177.1,126.7,55.8,2.01,4.9,7.7,16.1,1.13,43.4,1
B01278,206.8,114.6,87.0,7.6,4.2,2.6,11.3,3.76,61.3,0
B01279,205.1,161.4,114.4,4.79,1.0,6.6,0.6,5.41,49.3,1
B01280,217.8,149.6,133.8,1.33,3.8,3.7,14.1,3.32,47.1,0
B01281,169.5,100.1,77.0,4.42,2.0,6.8,9.0,3.75,42.1,1
B01282,176.7,122.8,142.1,2.9,13.6,7.9,2.9,4.45,67.3,1
B01283,207.2,158.8,57.5,7.54,15.8,2.9,6.1,5.57,36.1,1
B01284,174.5,117.6,128.1,1.72,6.9,4.8,4.1,3.33,50.5,0
B01285,231.7,112.7,115.9,1.28,2.5,5.8,11.0,5.77,84.7,1
B01286,166.8,93.8,110.6,3.36,17.2,11.5,11.9,6.34,48.1,0
B01287,192.9,145.7,52.8,5.66,3.2,2.2,10.0,5.08,82.6,0
B01288,233.9,144.1,124.5,6.3,17.0,13.4,11.0,4.43,51.4,0
B01289,171.4,99.4,108.9,5.92,13.8,9.8,0.5,4.29,74.3,1
B01290,215.1,106.0,110.6,1.65,15.6,1.2,20.9,2.45,85.8,0
B01291,204.9,148.7,82.7,3.22,3.5,0.7,8.4,3.09,42.4,0
B01292,186.9,116.8,114.3,5.07,3.4,6.5,2.5,2.86,91.1,0
B01293,208.6,109.9,145.0,2.55,6.8,7.8,2.4,6.79,60.9,0
B01294,183.8,117.8,137.0,3.19,12.8,6.1,21.9,6.05,41.6,0
B01295,194.1,113.5,78.1,0.94,15.9,1.5,10.7,6.66,27.2,0
B01296,206.7,154.8,117.1,4.58,4.7,1.3,8.2,1.74,36.0,0
B01297,174.2,109.8,109.2,1.66,11.6,6.6,14.2,0.47,59.7,0
B01298,192.1,146.6,52.0,1.37,15.6,2.7,10.5,4.24,45.0,0
B01299,190.4,148.7,123.6,4.63,0.9,7.8,0.3,2.14,38.2,1
B01300,197.4,106.0,81.0,2.96,11.9,3.5,0.7,0.71,36.3,0
B01301,173.9,135.9,125.3,2.13,16.1,12.0,16.9,4.47,65.4,0
B01302,192.0,100.6,76.4,3.54,5.4,10.4,18.5,2.12,61.5,1
B01303,186.1,115.4,154.3,3.85,12.8,7.2,8.2,4.54,53.8,0
B01304,167.4,90.7,143.8,7.9,15.0,12.3,17.5,3.64,45.1,1
B01305,244.8,93.9,130.2,6.98,12.1,7.6,6.4,5.01,42.1,1
B01306,174.4,138.5,124.7,8.42,5.0,4.7,9.0,5.31,84.2,1
B01307,192.5,89.3,143.0,3.26,11.2,10.8,14.7,6.07,85.7,0
B01308,193.7,116.4,43.8,1.97,5.1,12.3,21.2,0.6,88.4,0
B01309,189.0,125.6,87.9,2.82,16.1,6.1,10.3,2.97,80.9,0
B01310,222.3,116.4,81.0,5.36,1.1,4.9,9.3,4.02,89.1,0
B01311,228.6,137.4,69.3,1.37,15.9,11.2,15.5,1.84,32.4,0
B01312,165.1,95.9,82.4,6.61,7.8,4.9,13.8,0.6,31.2,1
B01313,220.1,155.9,52.1,3.36,12.9,1.4,13.1,2.83,43.6,0
B01314,185.9,127.0,117.3,7.02,11.4,6.5,23.2,0.61,68.2,0
B01315,220.7,142.8,143.7,5.75,7.6,6.2,21.1,3.13,44.1,1
B01316,184.3,89.4,73.7,1.33,1.5,6.0,13.5,2.78,29.4,1
B01317,242.9,133.2,133.2,2.43,5.7,11.1,1.6,4.86,85.3,1
B01318,172.3,124.3,152.5,7.08,15.0,9.5,12.8,5.39,74.7,1
B01319,244.7,159.7,79.4,7.01,2.9,5.3,20.7,6.04,36.5,1
B01320,244.2,150.4,120.4,2.48,4.6,5.3,14.8,4.27,56.4,1
B01321,203.5,104.6,134.5,0.7,4.6,11.8,15.8,1.55,86.7,0
B01322,190.1,132.5,79.7,0.8,15.8,1.0,2.6,5.2,46.6,0
