property_id,floor_area_sqft,bedrooms,bathrooms,property_age_years,distance_to_city_km,distance_to_mrt_km,parking_spots,furnishing_score,neighborhood_income_rm,monthly_maintenance_rm,sale_price_rm
P1105,2002,4,4,29,11.6,4.91,3,9,16300,634.44,1146492.82
P1106,2651,5,4,9,14.3,3.62,4,8,21800,839.05,1507706.77
P1107,1123,3,4,19,35.2,0.43,3,8,13100,539.4,598410.2
P1108,3452,6,5,33,11.0,3.52,4,10,12400,979.81,1713096.61
P1109,3949,6,5,2,2.6,3.69,4,2,20500,925.44,2175352.0
P1110,3662,6,5,15,5.3,4.42,4,7,14200,1015.4,1882034.03
P1111,803,3,3,7,2.9,3.77,2,6,19000,389.67,749109.11
P1112,990,3,3,24,6.4,3.22,3,4,8500,396.45,597652.49
P1113,2342,6,5,14,8.8,0.89,4,4,5700,707.77,1206249.99
P1114,1383,2,1,0,14.6,2.1,2,2,12200,401.47,732244.92
P1115,3539,6,5,33,19.6,4.18,4,8,16300,948.23,1712563.63
P1116,1114,2,2,27,24.3,4.38,2,2,6700,412.76,404454.17
P1117,1771,3,2,31,9.9,3.05,2,1,9200,522.91,829698.2
P1118,2149,6,5,4,33.3,0.87,4,2,17100,648.36,1251748.9
P1119,4044,6,5,32,12.9,3.13,4,2,18400,979.02,2031083.98
P1120,672,1,1,26,11.0,1.74,0,3,8700,251.67,336854.7
P1121,3555,6,5,3,10.1,0.46,4,10,21400,1023.4,2031376.2
P1122,839,2,3,5,33.9,2.45,0,5,22000,255.19,540000.85
P1123,695,2,3,14,25.2,2.21,1,4,4000,341.22,355680.63
P1124,1353,4,5,24,26.4,3.72,4,8,4800,558.25,648286.29
P1125,2095,6,5,27,27.1,2.79,4,8,6500,742.81,1034612.84
P1126,1343,3,3,3,10.2,0.55,1,4,14000,439.49,858931.69
P1127,4188,6,5,2,37.7,0.17,4,4,4900,989.5,1867572.85
P1128,729,2,2,15,37.9,0.74,1,8,20300,314.46,495374.41
P1129,864,1,1,34,9.0,3.56,0,4,14800,314.83,546035.03
P1130,1748,5,4,33,34.1,1.66,4,9,6100,608.04,756698.81
P1131,2232,6,5,31,11.7,1.1,4,9,9400,720.25,1189921.88
P1132,3519,6,5,15,27.0,3.28,4,2,4000,887.31,1542542.16
P1133,688,2,2,24,12.5,4.83,0,5,19100,262.23,539939.65
P1134,2368,5,4,13,15.3,3.33,4,1,20400,648.75,1349078.62
P1135,2768,6,5,21,35.2,4.55,4,4,4200,760.33,1188512.28
P1136,2301,6,5,3,31.0,2.81,4,5,17100,700.53,1228285.44
P1137,2895,6,5,33,11.0,4.81,4,4,6800,839.87,1362909.4
P1138,1673,3,2,34,12.3,2.9,1,10,10500,532.31,891854.88
P1139,3250,6,5,0,6.0,2.89,4,5,8000,869.38,1690926.09
P1140,701,2,2,35,9.5,0.39,0,5,19100,281.32,550618.82
P1141,812,2,1,16,29.5,1.45,1,3,9300,320.19,390064.08
P1142,753,1,1,2,8.2,2.58,0,10,11600,299.74,574535.69
P1143,3488,6,5,16,37.1,0.18,4,9,21800,920.31,1793327.49
P1144,2626,6,5,32,4.3,1.1,4,6,20900,766.28,1573898.68
P1145,3179,6,5,9,2.4,3.07,4,6,13900,913.96,1681249.56
P1146,1754,5,4,10,14.9,1.53,3,10,4100,591.34,992863.61
P1147,1416,3,4,32,30.1,3.59,1,7,18400,417.14,738962.61
P1148,3209,6,5,14,22.1,4.99,4,9,14200,919.52,1580297.31
P1149,1046,3,2,30,25.6,2.65,2,5,8400,441.88,460918.43
P1150,1545,4,3,29,13.0,4.86,4,4,14800,579.38,889463.71
P1151,4155,6,5,5,14.3,2.58,4,8,18900,1046.93,2170420.5
P1152,3940,6,5,15,29.8,2.1,4,3,19000,951.23,1908162.35
P1153,1725,4,4,7,4.5,2.16,2,10,16100,603.76,1138580.27
P1154,4139,6,5,10,5.9,1.39,4,8,6000,1033.66,1954897.71
P1155,689,2,1,10,37.6,0.75,2,7,14300,353.46,348957.47
P1156,3466,6,5,21,34.3,4.5,4,10,19200,934.66,1730979.0
P1157,3508,6,5,22,36.2,4.56,4,8,14600,936.37,1613792.5
P1158,1301,4,5,32,4.6,4.49,4,10,12900,601.57,847562.31
P1159,2407,6,5,28,8.0,3.64,4,2,9400,666.99,1219576.41
P1160,2701,6,5,27,11.9,1.98,4,3,4500,783.58,1337474.8
P1161,3559,6,5,27,20.4,2.92,4,6,6000,927.35,1639881.67
P1162,2543,6,5,10,12.0,4.6,4,2,9400,728.38,1339577.43
P1163,1127,2,1,35,32.1,3.8,0,10,4500,458.85,293360.03
P1164,577,1,1,23,8.9,4.71,1,7,14800,314.95,399287.77
P1165,3953,6,5,7,27.6,4.6,4,8,14500,1036.87,1925158.96
P1166,1690,5,5,7,36.8,4.04,4,4,5400,564.91,771324.83
P1167,2626,6,5,29,24.5,2.61,4,6,4400,768.02,1248652.0
P1168,1850,3,4,2,36.1,3.17,1,3,18500,481.62,928957.56
P1169,1451,4,3,16,18.7,2.47,2,8,10700,480.36,788054.29
P1170,2664,6,5,13,1.6,0.43,4,10,8800,850.52,1490976.01
P1171,708,2,3,16,23.9,3.19,0,6,15800,292.49,526612.67
P1172,3993,6,5,31,19.4,3.19,4,6,17400,1018.84,1934965.18
P1173,945,1,1,18,16.8,2.29,0,7,6400,311.72,480953.14
P1174,1973,6,5,8,29.7,2.47,4,10,14000,723.86,1093381.88
P1175,668,2,2,32,9.4,4.27,1,1,17800,284.42,469272.27
P1176,2153,5,5,25,11.0,0.37,4,4,12100,679.17,1228067.84
P1177,736,2,2,26,9.6,4.39,2,4,19500,301.51,609690.65
P1178,1079,4,5,1,36.2,0.2,3,2,21500,396.55,752603.0
P1179,1994,6,5,3,20.4,1.87,4,3,17200,614.47,1196422.52
P1180,1211,3,3,26,9.4,3.69,1,1,4000,380.49,528589.84
P1181,2706,5,5,25,30.4,0.31,4,5,4100,750.08,1202018.33
P1182,1665,5,4,24,25.4,0.74,4,5,5600,547.35,780022.57
P1183,2616,6,5,26,2.2,3.74,4,10,7300,780.44,1353345.56
P1184,3955,6,5,20,17.0,3.74,4,5,15200,972.17,1924426.5
P1185,1632,5,5,30,15.2,2.2,3,7,17800,550.62,996281.7
P1186,2625,5,5,1,37.8,3.67,4,9,21700,771.33,1468371.08
P1187,1467,4,3,25,29.6,2.29,3,10,6200,593.34,639909.61
P1188,892,1,2,10,9.1,4.72,1,4,5600,297.69,503898.4
P1189,3075,6,5,14,3.7,2.52,4,5,12100,876.93,1703383.15
P1190,3002,6,5,17,26.7,3.8,4,9,16200,859.66,1545901.74
P1191,3220,6,5,29,27.4,2.62,4,2,6100,826.17,1436887.33
P1192,605,1,2,7,7.6,2.24,0,1,14300,210.42,481778.95
P1193,3114,6,5,8,28.8,2.78,4,1,11000,764.28,1544417.16
P1194,4155,6,5,33,13.3,4.46,4,3,7100,992.92,1877864.54
P1195,3355,6,5,23,20.5,1.33,4,4,11900,924.61,1629928.72
P1196,1104,2,3,30,1.9,2.14,0,8,5200,434.05,524991.95
P1197,572,1,2,12,8.8,0.56,0,6,5900,221.07,346023.41
P1198,1985,6,5,14,14.1,0.17,4,5,10700,679.38,1150141.42
P1199,4105,6,5,19,14.9,3.86,4,9,17300,1091.06,2083393.99
P1200,971,3,2,17,8.0,2.86,1,9,18500,422.26,777694.27
